queue_id,company_id,report_id,emission_anchor_id,scope_en,scope3_category_code,activity_category_en,calculation_method_en,region_en,fuel_or_grid_en,gas,value_mtco2e,factor_needed_type,candidate_factor_id,factor_source_en,factor_class_en,factor_unit,factor_gwp_basis,factor_publication_year,unit_conversion_needed,edge_status,evidence_page,source_file,review_decision,reviewer_note
factor_edge_00142,r070_alibabagroupholding,,r070_alibabagroupholding_Scope 1__142,Scope 1,,,,,,,0.00267,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,112,2025 阿里巴巴环境、社会和治理（ESG）报告.pdf,,
factor_edge_00143,r070_alibabagroupholding,,r070_alibabagroupholding_Scope 2__143,Scope 2,,,Location-Based,,,,2.178169,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,112,2025 阿里巴巴环境、社会和治理（ESG）报告.pdf,,
factor_edge_00144,r071_citicgroup,,r071_citicgroup_Scope 1__144,Scope 1,,,,,,,7e-06,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,127,2024中国中信集团有限公司环境、社会及管治报告.pdf,,
factor_edge_00145,r073_hyundaimotor,,r073_hyundaimotor_Scope 2__145,Scope 2,,,Market-Based,,,,1.6841199999999998,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,41,HYUNDAI MOTOR-hmc-2025-sustainability-report-en-v13.pdf,,
factor_edge_00146,r073_hyundaimotor,,r073_hyundaimotor_Scope 3__146,Scope 3,,,,,,,147.253154,emission_record_factor,,,,,,,review,missing_applies_emission_factor,135,HYUNDAI MOTOR-hmc-2025-sustainability-report-en-v13.pdf,,
factor_edge_00147,r073_hyundaimotor,,r073_hyundaimotor_Scope 2__147,Scope 2,,,,,,,5.06e-07,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,39,HYUNDAI MOTOR-hmc-2025-sustainability-report-en-v13.pdf,,
factor_edge_00148,r079_uniper公司,,r079_uniper公司_Scope 1__148,Scope 1,,,,,,,9.5,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,27,2025_08_07_Uniper_Climate_Transition_Plan_2025.pdf,,
factor_edge_00149,r082_allianz,,r082_allianz_Scope 2__149,Scope 2,,,,,,,0.001,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,78,en-allianz-group-annual-report-2024.pdf,,
factor_edge_00150,r089_rosneftoil,,r089_rosneftoil_Scope 1__150,Scope 1,,,,,,,14.3,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,63,ROSNEFT OIL-Rosneft_SR2024_ENG.pdf,,
factor_edge_00151,r091_equinor公司,,r091_equinor公司_Scope 1__151,Scope 1,,,,,,,8.331465,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,117,annual-report-2024-equinor.pdf,,
factor_edge_00152,r091_equinor公司,,r091_equinor公司_Scope 2__152,Scope 2,,,Location-Based,,,,0.076333,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,117,annual-report-2024-equinor.pdf,,
factor_edge_00153,r091_equinor公司,,r091_equinor公司_Scope 2__153,Scope 2,,,Market-Based,,,,1.492572,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,117,annual-report-2024-equinor.pdf,,
factor_edge_00154,r091_equinor公司,,r091_equinor公司_Scope 3__154,Scope 3,,,,,,,278.128188,emission_record_factor,,,,,,,review,missing_applies_emission_factor,117,annual-report-2024-equinor.pdf,,
factor_edge_00155,r093_saicmotor,,r093_saicmotor_Scope 1__155,Scope 1,,,,,,,0.0036929999999999997,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,50,2024-上海汽车集团股份有限公司ESG报告.pdf,,
factor_edge_00156,r095_lifeinsurancecorpofindia,,r095_lifeinsurancecorpofindia_Scope 1__156,Scope 1,,,,,,,0.013107889999999999,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,299,LIC_Annual_Report_2023_2024.pdf,,
factor_edge_00157,r096_nestlé,,r096_nestlé_Scope 1__157,Scope 1,,,,,,,33.6,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,152,NESTLÉ-non-financial-statement-2024.pdf,,
factor_edge_00158,r096_nestlé,,r096_nestlé_Scope 2__158,Scope 2,,,Market-Based,,,,2.59,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,40,NESTLÉ-non-financial-statement-2024.pdf,,
factor_edge_00159,r096_nestlé,,r096_nestlé_Scope 2__159,Scope 2,,,Location-Based,,,,7.701999999999999e-05,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,152,NESTLÉ-non-financial-statement-2024.pdf,,
factor_edge_00160,r101_eon,,r101_eon_Scope 1__160,Scope 1,,,,,,,3.0,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,46,E.ON-GB24-gesamt-EN_final.pdf,,
factor_edge_00161,r101_eon,,r101_eon_Scope 2__161,Scope 2,,,Location-Based,,,,3.66,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,44,E.ON-GB24-gesamt-EN_final.pdf,,
factor_edge_00162,r101_eon,,r101_eon_Scope 3__162,Scope 3,,,,,,,5.0,emission_record_factor,,,,,,,review,missing_applies_emission_factor,44,E.ON-GB24-gesamt-EN_final.pdf,,
factor_edge_00163,r111_morganstanley,,r111_morganstanley__6_163,,6,,,,,,0.09603099999999999,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,69,Morgan_Stanley_2023_ESG_Report.pdf,,
factor_edge_00164,r111_morganstanley,,r111_morganstanley__13_164,,13,,,,,,0.002258,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,69,Morgan_Stanley_2023_ESG_Report.pdf,,
factor_edge_00165,r113_brookfield,,r113_brookfield_Scope 2__165,Scope 2,,,Market-Based,,,,255.0,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,60,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,,
factor_edge_00166,r114_royalaholddelhaize,,r114_royalaholddelhaize_Scope 3__166,Scope 3,,,,,,,0.354,emission_record_factor,,,,,,,review,missing_applies_emission_factor,182,Ahold_Delhaize_Annual_Report_2024.pdf,,
factor_edge_00167,r116_indianoil,,r116_indianoil_Scope 3__167,Scope 3,,,,,,,351.09,emission_record_factor,,,,,,,review,missing_applies_emission_factor,59,INDIAN OIL-IOCL-Sustainability-Report-2023-24.pdf,,
factor_edge_00168,r117_adm公司,,r117_adm公司_Scope 2__168,Scope 2,,,Market-Based,,,,3.75,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,50,final_archer-daniels-midland-adm_2023-corporate-sustainability-report.pdf,,
factor_edge_00169,r119_christiandior,,r119_christiandior_Scope 2__169,Scope 2,,,,,,,0.289973,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,114,ChristianDior_2024_Annual_Report.pdf,,
factor_edge_00170,r119_christiandior,,r119_christiandior_Scope 3__170,Scope 3,,,,,,,7.522618,emission_record_factor,,,,,,,review,missing_applies_emission_factor,116,ChristianDior_2024_Annual_Report.pdf,,
factor_edge_00171,r119_christiandior,,r119_christiandior_Scope 1__171,Scope 1,,,,,,,2e-06,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,114,ChristianDior_2024_Annual_Report.pdf,,
factor_edge_00172,r125_ptt,,r125_ptt_Scope 1__172,Scope 1,,,,,,,40.5,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,142,PTT One Report ENG 2024.pdf,,
factor_edge_00173,r125_ptt,,r125_ptt_Scope 2__173,Scope 2,,,Location-Based,,,,0.18,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,142,PTT One Report ENG 2024.pdf,,
factor_edge_00174,r125_ptt,,r125_ptt_Scope 2__174,Scope 2,,,Market-Based,,,,0.95,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,142,PTT One Report ENG 2024.pdf,,
factor_edge_00175,r125_ptt,,r125_ptt_Scope 3__175,Scope 3,,,,,,,0.0002,emission_record_factor,,,,,,,review,missing_applies_emission_factor,152,PTT One Report ENG 2024.pdf,,
factor_edge_00176,r126_axa,,r126_axa_Scope 1__176,Scope 1,,,,,,,0.021054,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,175,axa_urd2024_accessible_va.pdf,,
factor_edge_00177,r126_axa,,r126_axa_Scope 2__177,Scope 2,,,,,,,0.023146,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,175,axa_urd2024_accessible_va.pdf,,
factor_edge_00178,r127_fedex,,r127_fedex_Scope 1__178,Scope 1,,,,,,,0.010230999999999999,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,38,FedEx_2025_CR_Report.pdf,,
factor_edge_00179,r127_fedex,,r127_fedex_Scope 2__179,Scope 2,,,Market-Based,,,,0.9668709999999999,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,19,FedEx_2025_CR_Report.pdf,,
factor_edge_00180,r130_engie集团,,r130_engie集团_Scope 1__180,Scope 1,,,,,,,80.489233,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,118,ENGIE_DEU_2024_US__PDF_MEL_v3.pdf,,
factor_edge_00181,r130_engie集团,,r130_engie集团_Scope 3__181,Scope 3,,,,,,,7.8e-05,emission_record_factor,,,,,,,review,missing_applies_emission_factor,112,ENGIE_DEU_2024_US__PDF_MEL_v3.pdf,,
factor_edge_00182,r131_waltdisney,,r131_waltdisney__1_182,,1,,,,,,9.999999999999999e-06,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,28,华特迪士尼公司-2024-SSI-Report.pdf,,
factor_edge_00183,r131_waltdisney,,r131_waltdisney__14_183,,14,,,,,,1.1e-05,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,28,华特迪士尼公司-2024-SSI-Report.pdf,,
factor_edge_00184,r131_waltdisney,,r131_waltdisney_Scope 1__184,Scope 1,,,,,,,0.00202,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,34,华特迪士尼公司-2024-SSI-Report.pdf,,
factor_edge_00185,r131_waltdisney,,r131_waltdisney_Scope 3__185,Scope 3,,,,,,,8e-06,emission_record_factor,,,,,,,review,missing_applies_emission_factor,28,华特迪士尼公司-2024-SSI-Report.pdf,,
factor_edge_00186,r132_orlen,,r132_orlen_Scope 1__186,Scope 1,,,,,,,28.510844,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,159,Management Board on the Operations of ORLEN Group 2024.pdf.coredownload.pdf,,
factor_edge_00187,r132_orlen,,r132_orlen_Scope 2__187,Scope 2,,,Market-Based,,,,2.510119,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,161,Management Board on the Operations of ORLEN Group 2024.pdf.coredownload.pdf,,
factor_edge_00188,r132_orlen,,r132_orlen_Scope 3__188,Scope 3,,,,,,,1.1e-05,emission_record_factor,,,,,,,review,missing_applies_emission_factor,151,Management Board on the Operations of ORLEN Group 2024.pdf.coredownload.pdf,,
factor_edge_00189,r133_delltechnologies,,r133_delltechnologies_Scope 3__189,Scope 3,,,,,,,1.1e-05,emission_record_factor,,,,,,,review,missing_applies_emission_factor,3,DELL中国delltechnologies-esg-fy24-performance-metrics.pdf,,
factor_edge_00190,r133_delltechnologies,,r133_delltechnologies_Scope 1__190,Scope 1,,,Market-Based,,,,0.2037,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,2,DELL中国delltechnologies-esg-fy24-performance-metrics.pdf,,
factor_edge_00191,r133_delltechnologies,,r133_delltechnologies_Scope 2__191,Scope 2,,,Market-Based,,,,0.1991,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,2,DELL中国delltechnologies-esg-fy24-performance-metrics.pdf,,
factor_edge_00192,r143_byd,,r143_byd_Scope 1__192,Scope 1,,,,,,,1.53925146,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,127,比亚迪年度可持续报告2024.pdf,,
factor_edge_00193,r143_byd,,r143_byd_Scope 1__193,Scope 1,,,,,,,2e-06,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,42,比亚迪年度可持续报告2024.pdf,,
factor_edge_00194,r143_byd,,r143_byd_Scope 2__194,Scope 2,,,,,,,8.56257474,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,127,比亚迪年度可持续报告2024.pdf,,
factor_edge_00195,r143_byd,,r143_byd_Scope 2__195,Scope 2,,,,,,,7.511038,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,127,比亚迪年度可持续报告2024.pdf,,
factor_edge_00196,r143_byd,,r143_byd_Scope 3__196,Scope 3,,,,,,,3.32631249,emission_record_factor,,,,,,,review,missing_applies_emission_factor,127,比亚迪年度可持续报告2024.pdf,,
factor_edge_00197,r143_byd,,r143_byd_Scope 3__197,Scope 3,,,,,,,0.15897051,emission_record_factor,,,,,,,review,missing_applies_emission_factor,127,比亚迪年度可持续报告2024.pdf,,
factor_edge_00198,r145_siemens,,r145_siemens_Scope 3__198,Scope 3,,,,,,,0.0020239999999999998,emission_record_factor,,,,,,,review,missing_applies_emission_factor,85,SIEMENS ENERGY-sustainability-report-2024-pdf_Original%20file.pdf,,
factor_edge_00199,r145_siemens,,r145_siemens_Scope 1__199,Scope 1,,,,,,,2.2e-05,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,85,SIEMENS ENERGY-sustainability-report-2024-pdf_Original%20file.pdf,,
factor_edge_00200,r159_boeing,,r159_boeing_Scope 2__200,Scope 2,,,Market-Based,,,,0.46399999999999997,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,34,2025-boeing-sustainability-report.pdf,,
factor_edge_00201,r162_kia,,r162_kia_Scope 3__201,Scope 3,,,,,,,0.0729755,emission_record_factor,,,,,,,review,missing_applies_emission_factor,35,2025 KIA Sustainability Report.pdf,,
factor_edge_00202,r163_sysco,,r163_sysco_Scope 3__202,Scope 3,,,,,,,9.790000000000001e-05,emission_record_factor,,,,,,,review,missing_applies_emission_factor,45,Sysco FY24 Sustainability Report.pdf,,
factor_edge_00203,r165_pertamina,,r165_pertamina_Scope 1__203,Scope 1,,,,,,,2.021,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,188,PERTAMINA—FULL_SR PHE 24_(09_01)_Web Version (1).pdf,,
factor_edge_00204,r165_pertamina,,r165_pertamina_Scope 2__204,Scope 2,,,,,,,0.88736,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,188,PERTAMINA—FULL_SR PHE 24_(09_01)_Web Version (1).pdf,,
factor_edge_00205,r166_vinci,,r166_vinci_Scope 1__205,Scope 1,,,,,,,0.2,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,31,VINCI-2024_workforce_related_environmental_and_social_information.pdf,,
factor_edge_00206,r168_torontodominionbank,,r168_torontodominionbank_Scope 1__206,Scope 1,,,,,,,0.039292,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,56,2024-TORONTO-DOMINION BANK-sustainability-report-en.pdf,,
factor_edge_00207,r168_torontodominionbank,,r168_torontodominionbank_Scope 2__207,Scope 2,,,Location-Based,,,,0.076179,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,56,2024-TORONTO-DOMINION BANK-sustainability-report-en.pdf,,
factor_edge_00208,r168_torontodominionbank,,r168_torontodominionbank_Scope 3__208,Scope 3,,,,,,,0.020241,emission_record_factor,,,,,,,review,missing_applies_emission_factor,56,2024-TORONTO-DOMINION BANK-sustainability-report-en.pdf,,
factor_edge_00209,r168_torontodominionbank,,r168_torontodominionbank_Scope 2__209,Scope 2,,,Market-Based,,,,0.00535,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,56,2024-TORONTO-DOMINION BANK-sustainability-report-en.pdf,,
factor_edge_00210,r174_法国bpce银行集团,,r174_法国bpce银行集团_Scope 3__210,Scope 3,,,,,,,0.002019,emission_record_factor,,,,,,,review,missing_applies_emission_factor,34,GROUPE BPCE-2023-240506-tcfd-version-uk.pdf,,
factor_edge_00211,r176_巴西jbs公司,,r176_巴西jbs公司_Scope 1__211,Scope 1,,,,,,,0.39999999999999997,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,61,JBS_Sustainability_Report_2023.pdf,,
factor_edge_00212,r181_guangzhouautomobileindustrygroup,,r181_guangzhouautomobileindustrygroup_Scope 1__212,Scope 1,,,,,,,0.001059,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,131,广汽集团2024年社会责任报告.pdf,,
factor_edge_00213,r181_guangzhouautomobileindustrygroup,,r181_guangzhouautomobileindustrygroup_Scope 2__213,Scope 2,,,,,,,0.001059,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,131,广汽集团2024年社会责任报告.pdf,,
factor_edge_00214,r183_airbus,,r183_airbus_Scope 1__214,Scope 1,,,,,,,468.486,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,4,AIRBUS-pm_38_711_711991-us758j55ai.pdf,,
factor_edge_00215,r183_airbus,,r183_airbus_Scope 2__215,Scope 2,,,Market-Based,,,,313.279,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,4,AIRBUS-pm_38_711_711991-us758j55ai.pdf,,
factor_edge_00216,r183_airbus,,r183_airbus_Scope 3__216,Scope 3,,,,,,,10.605,emission_record_factor,,,,,,,review,missing_applies_emission_factor,2,AIRBUS-pm_38_711_711991-us758j55ai.pdf,,
factor_edge_00217,r185_zhejianggeelyholdinggroup,,r185_zhejianggeelyholdinggroup_Scope 1__217,Scope 1,,,,,,,0.170646,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,38,Geely-Holding-Group-Sustainability-Report-2024-ZH.pdf,,
factor_edge_00218,r185_zhejianggeelyholdinggroup,,r185_zhejianggeelyholdinggroup_Scope 2__218,Scope 2,,,,,,,0.429291,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,38,Geely-Holding-Group-Sustainability-Report-2024-ZH.pdf,,
factor_edge_00219,r185_zhejianggeelyholdinggroup,,r185_zhejianggeelyholdinggroup_Scope 3__219,Scope 3,,,,,,,67.652981,emission_record_factor,,,,,,,review,missing_applies_emission_factor,38,Geely-Holding-Group-Sustainability-Report-2024-ZH.pdf,,
factor_edge_00220,r185_zhejianggeelyholdinggroup,,r185_zhejianggeelyholdinggroup_Scope 3__220,Scope 3,,,,,,,67.652981,emission_record_factor,,,,,,,review,missing_applies_emission_factor,38,Geely-Holding-Group-Sustainability-Report-2024-ZH.pdf,,
factor_edge_00221,r189_itaúunibancoholding,,r189_itaúunibancoholding_Scope 1__221,Scope 1,,,,,,,0.019405,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,117,ITAÚ UNIBANCO HOLDING ESG Report 2024.pdf,,
factor_edge_00222,r189_itaúunibancoholding,,r189_itaúunibancoholding_Scope 2__222,Scope 2,,,,,,,0.021270999999999998,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,115,ITAÚ UNIBANCO HOLDING ESG Report 2024.pdf,,
factor_edge_00223,r189_itaúunibancoholding,,r189_itaúunibancoholding_Scope 3__223,Scope 3,,,,,,,0.038263,emission_record_factor,,,,,,,review,missing_applies_emission_factor,115,ITAÚ UNIBANCO HOLDING ESG Report 2024.pdf,,
factor_edge_00224,r191_generalelectric,,r191_generalelectric_Scope 1__224,Scope 1,,,,,,,0.39999999999999997,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,35,GENERAL ELECTRIC-Aerospace 2025-sustainability-report.pdf,,
factor_edge_00225,r191_generalelectric,,r191_generalelectric_Scope 3__225,Scope 3,,,,,,,23.0,emission_record_factor,,,,,,,review,missing_applies_emission_factor,23,GENERAL ELECTRIC-Aerospace 2025-sustainability-report.pdf,,
factor_edge_00226,r193_lockheedmartin,,r193_lockheedmartin_Scope 1__226,Scope 1,,,,,,,0.294431,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,42,2024-LOCKHEED MARTIN-Sustainability-Performance-Report.pdf,,
factor_edge_00227,r193_lockheedmartin,,r193_lockheedmartin_Scope 3__227,Scope 3,,,,,,,3e-06,emission_record_factor,,,,,,,review,missing_applies_emission_factor,42,2024-LOCKHEED MARTIN-Sustainability-Performance-Report.pdf,,
factor_edge_00228,r195_americanexpress,,r195_americanexpress__6_228,,6,,,,,,6e-06,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,67,AMERICAN EXPRESS_AXP_2023_2024_ESG_Report.pdf,,
factor_edge_00229,r195_americanexpress,,r195_americanexpress_Scope 1__229,Scope 1,,,,,,,0.028952,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,67,AMERICAN EXPRESS_AXP_2023_2024_ESG_Report.pdf,,
factor_edge_00230,r195_americanexpress,,r195_americanexpress_Scope 2__230,Scope 2,,,Location-Based,,,,0.093687,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,67,AMERICAN EXPRESS_AXP_2023_2024_ESG_Report.pdf,,
factor_edge_00231,r195_americanexpress,,r195_americanexpress_Scope 2__231,Scope 2,,,Market-Based,,,,0.000569,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,67,AMERICAN EXPRESS_AXP_2023_2024_ESG_Report.pdf,,
factor_edge_00232,r195_americanexpress,,r195_americanexpress_Scope 3__232,Scope 3,,,,,,,6e-06,emission_record_factor,,,,,,,review,missing_applies_emission_factor,67,AMERICAN EXPRESS_AXP_2023_2024_ESG_Report.pdf,,
factor_edge_00233,r198_wilmarinternational,,r198_wilmarinternational_Scope 3__233,Scope 3,,,,,,,0.0001025,emission_record_factor,,,,,,,review,missing_applies_emission_factor,25,24_0151_wilmar_2024_sr-v7-27-may.pdf,,
factor_edge_00234,r198_wilmarinternational,,r198_wilmarinternational_Scope 1__234,Scope 1,,,Market-Based,,,,1.23e-05,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,25,24_0151_wilmar_2024_sr-v7-27-may.pdf,,
factor_edge_00235,r198_wilmarinternational,,r198_wilmarinternational_Scope 2__235,Scope 2,,,Market-Based,,,,1.28e-05,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,25,24_0151_wilmar_2024_sr-v7-27-may.pdf,,
factor_edge_00236,r199_caterpillar,,r199_caterpillar_Scope 1__236,Scope 1,,,,,,,0.7,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,64,CATERPILLAR 2024 SUSTAINABILITY REPORT.pdf,,
factor_edge_00237,r199_caterpillar,,r199_caterpillar_Scope 2__237,Scope 2,,,Location-Based,,,,0.77,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,64,CATERPILLAR 2024 SUSTAINABILITY REPORT.pdf,,
factor_edge_00238,r199_caterpillar,,r199_caterpillar_Scope 2__238,Scope 2,,,Market-Based,,,,0.69,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,64,CATERPILLAR 2024 SUSTAINABILITY REPORT.pdf,,
factor_edge_00239,r199_caterpillar,,r199_caterpillar_Scope 3__239,Scope 3,,,,,,,64.0,emission_record_factor,,,,,,,review,missing_applies_emission_factor,67,CATERPILLAR 2024 SUSTAINABILITY REPORT.pdf,,
factor_edge_00240,r201_koreaelectricpower,,r201_koreaelectricpower_Scope 1__240,Scope 1,,,,,,,37.14206,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,59,(KEPCO)2024SustainabilityReport_Eng.pdf,,
factor_edge_00241,r201_koreaelectricpower,,r201_koreaelectricpower_Scope 2__241,Scope 2,,,,,,,3e-07,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,149,(KEPCO)2024SustainabilityReport_Eng.pdf,,
factor_edge_00242,r202_metlife,,r202_metlife_Scope 1__242,Scope 1,,,,,,,0.010610999999999999,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,105,metlife_sustainability_report_2024.pdf,,
factor_edge_00243,r202_metlife,,r202_metlife_Scope 2__243,Scope 2,,,Location-Based,,,,1e-06,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,105,metlife_sustainability_report_2024.pdf,,
