confidence_level,evidence_page,relation,review_status,section_role,source,target,batch_id
medium,3,documents_standard_reference,seed_batch_01,,report::r011_volkswagen__20230__sustainabilityreport,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_sasb,batch_01
,,references_standard,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_sasb,standard::sasb,batch_01
,,belongs_to_standard_family,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_sasb,standard_family::industry_disclosure_framework,batch_01
,,has_standard_role,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_sasb,standard_role::disclosure_guideline,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_sasb,principle::financial_materiality,batch_01
medium,23,documents_standard_reference,seed_batch_01,,report::r011_volkswagen__20230__sustainabilityreport,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_esrs_csrd,batch_01
,,references_standard,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_esrs_csrd,standard::esrs_csrd,batch_01
,,belongs_to_standard_family,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_esrs_csrd,standard_family::eu_sustainability_disclosure_regime,batch_01
,,has_standard_role,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_esrs_csrd,standard_role::disclosure_standard,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_esrs_csrd,principle::comparability,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_esrs_csrd,principle::double_materiality,batch_01
medium,56,documents_standard_reference,seed_batch_01,,report::r011_volkswagen__20230__sustainabilityreport,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_sbti,batch_01
,,references_standard,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_sbti,standard::sbti,batch_01
,,belongs_to_standard_family,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_sbti,standard_family::climate_target_governance_system,batch_01
,,has_standard_role,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_sbti,standard_role::target_validation_guideline,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_sbti,principle::science_based_ambition,batch_01
medium,61,documents_standard_reference,seed_batch_01,,report::r011_volkswagen__20230__sustainabilityreport,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_iso_14040_14044,batch_01
,,references_standard,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_iso_14040_14044,standard::iso_14040_14044,batch_01
,,belongs_to_standard_family,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_iso_14040_14044,standard_family::iso_life_cycle_assessment_system,batch_01
,,has_standard_role,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_iso_14040_14044,standard_role::methodology_standard,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_iso_14040_14044,principle::completeness,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_iso_14040_14044,principle::life_cycle_perspective,batch_01
medium,62,documents_standard_reference,seed_batch_01,,report::r011_volkswagen__20230__sustainabilityreport,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_ghg_protocol,batch_01
,,references_standard,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_ghg_protocol,standard::ghg_protocol,batch_01
,,belongs_to_standard_family,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_ghg_protocol,standard_family::ghg_accounting_system,batch_01
,,has_standard_role,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_ghg_protocol,standard_role::accounting_standard,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_ghg_protocol,principle::relevance,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_ghg_protocol,principle::completeness,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_ghg_protocol,principle::consistency,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_ghg_protocol,principle::transparency,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r011_volkswagen_20230_sustainabilityreport_ghg_protocol,principle::accuracy,batch_01
medium,12,documents_standard_reference,seed_batch_01,,report::r012_exxonmobil__20250__sustainabilityreport,standard_ref::batch_01_r012_exxonmobil_20250_sustainabilityreport_sasb,batch_01
,,references_standard,,,standard_ref::batch_01_r012_exxonmobil_20250_sustainabilityreport_sasb,standard::sasb,batch_01
,,belongs_to_standard_family,,,standard_ref::batch_01_r012_exxonmobil_20250_sustainabilityreport_sasb,standard_family::industry_disclosure_framework,batch_01
,,has_standard_role,,,standard_ref::batch_01_r012_exxonmobil_20250_sustainabilityreport_sasb,standard_role::disclosure_guideline,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r012_exxonmobil_20250_sustainabilityreport_sasb,principle::financial_materiality,batch_01
medium,19,documents_standard_reference,seed_batch_01,,report::r012_exxonmobil__20250__sustainabilityreport,standard_ref::batch_01_r012_exxonmobil_20250_sustainabilityreport_gri,batch_01
,,references_standard,,,standard_ref::batch_01_r012_exxonmobil_20250_sustainabilityreport_gri,standard::gri,batch_01
,,belongs_to_standard_family,,,standard_ref::batch_01_r012_exxonmobil_20250_sustainabilityreport_gri,standard_family::esg_disclosure_framework,batch_01
,,has_standard_role,,,standard_ref::batch_01_r012_exxonmobil_20250_sustainabilityreport_gri,standard_role::disclosure_standard,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r012_exxonmobil_20250_sustainabilityreport_gri,principle::materiality,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r012_exxonmobil_20250_sustainabilityreport_gri,principle::comparability,batch_01
medium,72,documents_standard_reference,seed_batch_01,,report::r012_exxonmobil__20250__sustainabilityreport,standard_ref::batch_01_r012_exxonmobil_20250_sustainabilityreport_ghg_protocol,batch_01
,,references_standard,,,standard_ref::batch_01_r012_exxonmobil_20250_sustainabilityreport_ghg_protocol,standard::ghg_protocol,batch_01
,,belongs_to_standard_family,,,standard_ref::batch_01_r012_exxonmobil_20250_sustainabilityreport_ghg_protocol,standard_family::ghg_accounting_system,batch_01
,,has_standard_role,,,standard_ref::batch_01_r012_exxonmobil_20250_sustainabilityreport_ghg_protocol,standard_role::accounting_standard,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r012_exxonmobil_20250_sustainabilityreport_ghg_protocol,principle::relevance,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r012_exxonmobil_20250_sustainabilityreport_ghg_protocol,principle::completeness,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r012_exxonmobil_20250_sustainabilityreport_ghg_protocol,principle::consistency,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r012_exxonmobil_20250_sustainabilityreport_ghg_protocol,principle::transparency,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r012_exxonmobil_20250_sustainabilityreport_ghg_protocol,principle::accuracy,batch_01
medium,2,documents_standard_reference,seed_batch_01,,report::r013_shell__20240__annualreport,standard_ref::batch_01_r013_shell_20240_annualreport_esrs_csrd,batch_01
,,references_standard,,,standard_ref::batch_01_r013_shell_20240_annualreport_esrs_csrd,standard::esrs_csrd,batch_01
,,belongs_to_standard_family,,,standard_ref::batch_01_r013_shell_20240_annualreport_esrs_csrd,standard_family::eu_sustainability_disclosure_regime,batch_01
,,has_standard_role,,,standard_ref::batch_01_r013_shell_20240_annualreport_esrs_csrd,standard_role::disclosure_standard,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r013_shell_20240_annualreport_esrs_csrd,principle::comparability,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r013_shell_20240_annualreport_esrs_csrd,principle::double_materiality,batch_01
medium,3,documents_standard_reference,seed_batch_01,,report::r013_shell__20240__annualreport,standard_ref::batch_01_r013_shell_20240_annualreport_tcfd,batch_01
,,references_standard,,,standard_ref::batch_01_r013_shell_20240_annualreport_tcfd,standard::tcfd,batch_01
,,belongs_to_standard_family,,,standard_ref::batch_01_r013_shell_20240_annualreport_tcfd,standard_family::climate_disclosure_framework,batch_01
,,has_standard_role,,,standard_ref::batch_01_r013_shell_20240_annualreport_tcfd,standard_role::disclosure_recommendation,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r013_shell_20240_annualreport_tcfd,principle::consistency,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r013_shell_20240_annualreport_tcfd,principle::materiality,batch_01
medium,99,documents_standard_reference,seed_batch_01,,report::r013_shell__20240__annualreport,standard_ref::batch_01_r013_shell_20240_annualreport_ghg_protocol,batch_01
,,references_standard,,,standard_ref::batch_01_r013_shell_20240_annualreport_ghg_protocol,standard::ghg_protocol,batch_01
,,belongs_to_standard_family,,,standard_ref::batch_01_r013_shell_20240_annualreport_ghg_protocol,standard_family::ghg_accounting_system,batch_01
,,has_standard_role,,,standard_ref::batch_01_r013_shell_20240_annualreport_ghg_protocol,standard_role::accounting_standard,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r013_shell_20240_annualreport_ghg_protocol,principle::relevance,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r013_shell_20240_annualreport_ghg_protocol,principle::completeness,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r013_shell_20240_annualreport_ghg_protocol,principle::consistency,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r013_shell_20240_annualreport_ghg_protocol,principle::transparency,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r013_shell_20240_annualreport_ghg_protocol,principle::accuracy,batch_01
medium,103,documents_standard_reference,seed_batch_01,,report::r013_shell__20240__annualreport,standard_ref::batch_01_r013_shell_20240_annualreport_iso_14064,batch_01
,,references_standard,,,standard_ref::batch_01_r013_shell_20240_annualreport_iso_14064,standard::iso_14064,batch_01
,,belongs_to_standard_family,,,standard_ref::batch_01_r013_shell_20240_annualreport_iso_14064,standard_family::ghg_accounting_system,batch_01
,,has_standard_role,,,standard_ref::batch_01_r013_shell_20240_annualreport_iso_14064,standard_role::accounting_standard,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r013_shell_20240_annualreport_iso_14064,principle::relevance,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r013_shell_20240_annualreport_iso_14064,principle::completeness,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r013_shell_20240_annualreport_iso_14064,principle::consistency,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r013_shell_20240_annualreport_iso_14064,principle::transparency,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r013_shell_20240_annualreport_iso_14064,principle::accuracy,batch_01
medium,356,documents_standard_reference,seed_batch_01,,report::r013_shell__20240__annualreport,standard_ref::batch_01_r013_shell_20240_annualreport_gri,batch_01
,,references_standard,,,standard_ref::batch_01_r013_shell_20240_annualreport_gri,standard::gri,batch_01
,,belongs_to_standard_family,,,standard_ref::batch_01_r013_shell_20240_annualreport_gri,standard_family::esg_disclosure_framework,batch_01
,,has_standard_role,,,standard_ref::batch_01_r013_shell_20240_annualreport_gri,standard_role::disclosure_standard,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r013_shell_20240_annualreport_gri,principle::materiality,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r013_shell_20240_annualreport_gri,principle::comparability,batch_01
medium,3,documents_standard_reference,seed_batch_01,,report::r014_chinastateconstructionengineering__20240__other,standard_ref::batch_01_r014_chinastateconstructionengineering_20240_other_gri,batch_01
,,references_standard,,,standard_ref::batch_01_r014_chinastateconstructionengineering_20240_other_gri,standard::gri,batch_01
,,belongs_to_standard_family,,,standard_ref::batch_01_r014_chinastateconstructionengineering_20240_other_gri,standard_family::esg_disclosure_framework,batch_01
,,has_standard_role,,,standard_ref::batch_01_r014_chinastateconstructionengineering_20240_other_gri,standard_role::disclosure_standard,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r014_chinastateconstructionengineering_20240_other_gri,principle::materiality,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r014_chinastateconstructionengineering_20240_other_gri,principle::comparability,batch_01
medium,2,documents_standard_reference,seed_batch_01,,report::r015_toyotamotor__20240__integratedreport,standard_ref::batch_01_r015_toyotamotor_20240_integratedreport_tcfd,batch_01
,,references_standard,,,standard_ref::batch_01_r015_toyotamotor_20240_integratedreport_tcfd,standard::tcfd,batch_01
,,belongs_to_standard_family,,,standard_ref::batch_01_r015_toyotamotor_20240_integratedreport_tcfd,standard_family::climate_disclosure_framework,batch_01
,,has_standard_role,,,standard_ref::batch_01_r015_toyotamotor_20240_integratedreport_tcfd,standard_role::disclosure_recommendation,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r015_toyotamotor_20240_integratedreport_tcfd,principle::consistency,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r015_toyotamotor_20240_integratedreport_tcfd,principle::materiality,batch_01
medium,51,documents_standard_reference,seed_batch_01,,report::r015_toyotamotor__20240__integratedreport,standard_ref::batch_01_r015_toyotamotor_20240_integratedreport_sbti,batch_01
,,references_standard,,,standard_ref::batch_01_r015_toyotamotor_20240_integratedreport_sbti,standard::sbti,batch_01
,,belongs_to_standard_family,,,standard_ref::batch_01_r015_toyotamotor_20240_integratedreport_sbti,standard_family::climate_target_governance_system,batch_01
,,has_standard_role,,,standard_ref::batch_01_r015_toyotamotor_20240_integratedreport_sbti,standard_role::target_validation_guideline,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r015_toyotamotor_20240_integratedreport_sbti,principle::science_based_ambition,batch_01
medium,3,documents_standard_reference,seed_batch_01,,report::r016_mckesson__20240__impactreport,standard_ref::batch_01_r016_mckesson_20240_impactreport_gri,batch_01
,,references_standard,,,standard_ref::batch_01_r016_mckesson_20240_impactreport_gri,standard::gri,batch_01
,,belongs_to_standard_family,,,standard_ref::batch_01_r016_mckesson_20240_impactreport_gri,standard_family::esg_disclosure_framework,batch_01
,,has_standard_role,,,standard_ref::batch_01_r016_mckesson_20240_impactreport_gri,standard_role::disclosure_standard,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r016_mckesson_20240_impactreport_gri,principle::materiality,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r016_mckesson_20240_impactreport_gri,principle::comparability,batch_01
medium,3,documents_standard_reference,seed_batch_01,,report::r016_mckesson__20240__impactreport,standard_ref::batch_01_r016_mckesson_20240_impactreport_sasb,batch_01
,,references_standard,,,standard_ref::batch_01_r016_mckesson_20240_impactreport_sasb,standard::sasb,batch_01
,,belongs_to_standard_family,,,standard_ref::batch_01_r016_mckesson_20240_impactreport_sasb,standard_family::industry_disclosure_framework,batch_01
,,has_standard_role,,,standard_ref::batch_01_r016_mckesson_20240_impactreport_sasb,standard_role::disclosure_guideline,batch_01
,,has_accounting_principle,,,standard_ref::batch_01_r016_mckesson_20240_impactreport_sasb,principle::financial_materiality,batch_01
medium,3,documents_standard_reference,seed_batch_01,,report::r016_mckesson__20240__impactreport,standard_ref::batch_01_r016_mckesson_20240_impactreport_tcfd,batch_01
